stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,location_type,parent_station,wheelchair_boarding
7333,,Federal Center SW,,38.884981,-77.015536,10,0,STN_D04,1
7376,,Waterfront,,38.877042,-77.017579,10,0,STN_F04,1
7474,,Gallery Place-Chinatown,,38.898354,-77.021527,10,0,STN_B01_F01,1
7477,,Archives-Navy Memorial-Penn Quarter,,38.893945,-77.022521,10,0,STN_F02,1
7588,,Metro Center,,38.898459,-77.027948,10,0,STN_A01_C01,1
7671,,Federal Triangle,,38.893839,-77.028308,10,0,STN_D01,1
7681,,Southern Avenue,,38.840627,-76.975609,80,0,STN_F08,1
7686,,Naylor Road,,38.85107,-76.956875,81,0,STN_F09,1
7812,,McPherson Square,,38.901252,-77.032188,10,0,STN_C02,1
7932,,Farragut West,,38.901234,-77.039278,10,0,STN_C03,1
7993,,Rockville,,39.08427,-77.146197,7,0,STN_A14,1
8040,,Foggy Bottom-GWU,,38.900858,-77.050376,10,0,STN_C04,1
9360,,Shady Grove,,39.11999,-77.164761,7,0,STN_A15,1
9720,,Crystal City,,38.858062,-77.051407,11,0,STN_C09,1
9838,,Ronald Reagan Washington National Airport,,38.853392,-77.044001,11,0,STN_C10,1
9880,,Eisenhower Avenue,,38.800327,-77.071101,1,0,STN_C14,1
10142,,Suitland,,38.844222,-76.932385,82,0,STN_F10,1
10344,,Mt Vernon Sq 7th St-Convention Center,,38.905539,-77.022117,66,0,STN_E01,1
10352,,Van Dorn Street,,38.799263,-77.129111,71,0,STN_J02,1
10776,,Huntington,,38.793822,-77.075298,2,0,STN_C15,1
11332,,Rosslyn,,38.895806,-77.071908,11,0,STN_C05,1
11602,,Dunn Loring-Merrifield,,38.883421,-77.227947,3,0,STN_K07,1
11610,,Vienna/Fairfax-GMU,,38.877684,-77.271634,3,0,STN_K08,1
11731,,Greenbelt,,39.01103,-76.911065,8,0,STN_E10,1
11733,,College Park-U OF MD,,38.978409,-76.928293,8,0,STN_E09,1
11886,,West Hyattsville,,38.955213,-76.969512,5,0,STN_E07,1
12282,,East Falls Church,,38.886083,-77.157104,1,0,STN_K05,1
12488,,Court House,,38.891345,-77.084947,1,0,STN_K01,1
12631,,Ballston-MU,,38.881998,-77.111425,1,0,STN_K04,1
12648,,Clarendon,,38.887176,-77.094987,1,0,STN_K02,1
12872,,Union Station,,38.897546,-77.007444,55,0,STN_B03,1
12874,,Juduciary Square,,38.896819,-77.017529,32,0,STN_B02,1
12900,,Capitol South,,38.885629,-77.006065,10,0,STN_D05,1
12906,,Smithsonian,,38.889097,-77.028269,50,0,STN_D02,1
12922,,Virginia Square-GMU,,38.882911,-77.103327,58,0,STN_K03,1
12926,,Arlington Cemetary,,38.884612,-77.062795,3,0,STN_C06,1
12928,,Pentagon,,38.869181,-77.05374,42,0,STN_C07,1
12930,,Pentagon City,,38.862726,-77.059889,43,0,STN_C08,1
13107,,Addison Road-Seat Pleasant,,38.886681,-76.895539,1,0,STN_G03,1
13986,,Braddock Road,,38.814012,-77.053794,7,0,STN_C12,1
13995,,King Street-Old Town,,38.807176,-77.060122,1,0,STN_C13,1
14118,,West Falls Church-VT/UVA,,38.900805,-77.189456,2,0,STN_K06,1
14816,,Franconia-Springfield,,38.766358,-77.16832,3,0,STN_J03,1
16051,,Glenmont,,39.061821,-77.053573,1,0,STN_B11,1
20078,,Silver Spring,,38.993817,-77.031309,4,0,STN_B08,1
21029,,Forest Glen,,39.015816,-77.044328,4,0,STN_B09,1
21110,,Branch Ave,,38.827011,-76.912325,83,0,STN_F11,1
22094,,White Flint,,39.047194,-77.113203,4,0,STN_A12,1
25426,,Minnesota Avenue,,38.899125,-76.946774,10,0,STN_D09,1
25552,,Columbia Heights,,38.928901,-77.032453,77,0,STN_E04,1
25553,,Georgia Avenue-Petworth,,38.936938,-77.024183,78,0,STN_E05,1
39924,,McLean,,38.924331,-77.210528,87,0,STN_N01,1
39925,,Tysons Corner,,38.920581,-77.222229,88,0,STN_N02,1
39926,,Greensboro,,38.920811,-77.233806,89,0,STN_N03,1
39927,,Spring Hill,,38.929226,-77.241934,90,0,STN_N04,1
39928,,Wiehle-Reston East,,38.947693,-77.339783,91,0,STN_N06,1
ENT_B01_F01_E,,"GALLERY PLACE METRORAIL STATION - NE CORNER 7TH & F STS., NW","GALLERY PLACE METRORAIL STATION EAST ENTRANCE - NE CORNER 7TH & F STS., NW",38.897557,-77.021681,10,2,STN_B01_F01,2
ENT_B01_F01_EL,,"GALLERY PLACE METRORAIL STATION - NE CORNER 7TH & F STS., NW (ELEVATOR)","GALLERY PLACE METRORAIL STATION ELEVATOR ENTRANCE - NE CORNER 7TH & F STS., NW",38.897926,-77.021761,10,2,STN_B01_F01,1
ENT_B01_F01_N,,"GALLERY PLACE METRORAIL STATION - SE CORNER 7TH & H STS., NW","GALLERY PLACE METRORAIL STATION NORTH ENTRANCE - SE CORNER 7TH & H STS., NW",38.89963,-77.02155,10,2,STN_B01_F01,2
ENT_B01_F01_W,,"GALLERY PLACE METRORAIL STATION - SE CORNER 9TH & G STS., NW","GALLERY PLACE METRORAIL STATION WEST ENTRANCE - SE CORNER 9TH & G STS., NW",38.898038,-77.023763,10,2,STN_B01_F01,2
ENT_A01_C01_E,,METRO CENTER METRORAIL STATION - SE CORNER 11TH AND G STS. NW,METRO CENTER METRORAIL STATION EAST ENTRANCE - 11TH & G STS,38.898061,-77.026783,10,2,STN_A01_C01,2
ENT_A01_C01_N,,METRO CENTER METRORAIL STATION - NE CORNER 12TH AND G STS. NW,METRO CENTER METRORAIL STATION NORTH ENTRANCE - 12TH & G STS,38.898482,-77.027894,10,2,STN_A01_C01,2
ENT_A01_C01_N_EL,,METRO CENTER METRORAIL STATION - 12TH AND G STS. NW (ELEVATOR),METRO CENTER METRORAIL STATION NORTH ELEVATOR ENTRANCE - 12TH & G STS,38.898922,-77.027923,10,2,STN_A01_C01,1
ENT_A01_C01_S,,METRO CENTER METRORAIL STATION - SW CORNER 12TH AND F STS. NW,METRO CENTER METRORAIL STATION SOUTH ENTRANCE - 12TH & F STS,38.897146,-77.028592,10,2,STN_A01_C01,2
ENT_A01_C01_W,,METRO CENTER METRORAIL STATION - SE CORNER 13TH AND G STS. NW,METRO CENTER METRORAIL STATION WEST ENTRANCE - 13TH & G STS,38.898012,-77.029371,10,2,STN_A01_C01,2
ENT_B03_N,,"UNION STATION METRORAIL STATION - 1ST ST NE., BETWEEN MASSACHUSETTS AVE. & G ST NE.",UNION STATION METRORAIL STATION NORTH ENTRANCE - 1ST ST NE & G ST NE ,38.89839088,-77.00724896,55,2,STN_B03,1
ENT_B03_AMTRAK,,"UNION STATION METRORAIL STATION - EAST SIDE OF FIRST ST., NE AND ENTRANCE TO AMTRAK TERMINAL","UNION STATION METRORAIL STATION ENTRANCE FROM AMTRAK, MARC, VRE TRAINS - EAST SIDE OF FIRST ST., NE AND ENTRANCE TO AMTRAK TERMINAL",38.89829,-77.006938,55,2,STN_B03,1
ENT_B03_S,,"UNION STATION METRORAIL STATION - MASSACHUSETTS AVE., NE AND UPPER-LEVEL CONCOURSE ACCESS TO BUSES AND SHOPS","UNION STATION METRORAIL STATION SOUTH ENTRANCE - MASSACHUSETTS Ave., NE AND UPPER-LEVEL CONCOURSE ACCESS TO BUSES AND SHOPS",38.89757548,-77.00719264,55,2,STN_B03,2
NODE_B03_SMZ_ESC2_BT,,UNION STATION,BOTTOM OF ESCALATOR/STAIRS BETWEEN SOUTH MEZZANINE AND RED LINE PLATFORM,38.89705555,-77.00761985,55,3,STN_B03,2
NODE_B03_SMZ_ESC2_TP,,UNION STATION,TOP OF ESCALATOR/STAIRS BETWEEN SOUTH MEZZANINE AND RED LINE PLATFORM,38.89717293,-77.00757762,55,3,STN_B03,2
NODE_B03_SMZ_FG2_PAID,,UNION STATION,PAID SIDE OF FAREGATE,38.89724194,-77.00753765,55,3,STN_B03,2
NODE_B03_SMZ_FG2_UNPAID,,UNION STATION,UNPAID SIDE OF FAREGATE,38.89724973,-77.00751923,55,3,STN_B03,2
NODE_B03_SMZ_FG1_PAID,,UNION STATION,PAID SIDE OF FAREGATE,38.89732978,-77.00750009,55,3,STN_B03,2
NODE_B03_SMZ_ESC1_TP,,UNION STATION,TOP OF ESCALATOR BETWEEN SOUTH MEZZANINE AND RED LINE PLATFORM,38.89740184,-77.00749477,55,3,STN_B03,2
PLF_B03_RD_SHADYGROVE,,UNION STATION - RED LINE PLATFORM TO SHADY GROVE,RED LINE PLATFORM TO SHADY GROVE,38.89754462,-77.00748679,55,3,STN_B03,1
NODE_B03_SMZ_FG1_UNPAID,,UNION STATION,UNPAID SIDE OF FAREGATE,38.89731612,-77.00749007,55,3,STN_B03,2
NODE_B03_SMZ_PASSWAY,,UNION STATION,UNPAID SIDE OF SOUTH MEZZANINE,38.89726898,-77.00745549,55,3,STN_B03,2
NODE_B03_SMZ_ESC1_BT,,UNION STATION,BOTTOM OF ESCALATOR BETWEEN SOUTH MEZZANINE AND RED LINE PLATFORM,38.89752335,-77.00745105,55,3,STN_B03,1
PLF_B03_RD_GLENMONT,,UNION STATION - RED LINE PLATFORM TO GLENMONT,RED LINE PLATFORM TO GLENMONT,38.89752634,-77.00740346,55,3,STN_B03,1
NODE_B03_S_ENT_ESC_BT,,UNION STATION,BOTTOM OF ESCALATOR BETWEEN SOUTH ENTRANCE AND SOUTH MEZZANINE,38.89737153,-77.00726532,55,3,STN_B03,2
NODE_B03_NMZ_ESC_BT,,UNION STATION,BOTTOM OF ESCALATOR BETWEEN NORTH MEZZANINE AND RED LINE PLATFORM,38.89825092,-77.00719097,55,3,STN_B03,1
NODE_B03_N_ENT_RAMP_TP,,UNION STATION,TOP OF RAMP BETWEEN NORTH MEZZANINE AND NORTH ENTRANCE,38.89850163,-77.00718556,55,3,STN_B03,1
NODE_B03_NMZ_ELE_BT,,UNION STATION,BOTTOM OF ELEVATOR BETWEEN NORTH MEZZANINE AND RED LINE PLATFORM,38.89832407,-77.00716484,55,3,STN_B03,1
NODE_B03_NMZ_ELE_TP,,UNION STATION,TOP OF ELEVATOR BETWEEN NORTH MEZZANINE AND RED LINE PLATFORM,38.89834671,-77.0071567,55,3,STN_B03,1
NODE_B03_NMZ_ESC_TP,,UNION STATION,TOP OF ESCALATOR BETWEEN NORTH MEZZANINE AND RED LINE PLATFORM,38.89839213,-77.00714047,55,3,STN_B03,1
NODE_B03_NMZ_FG1_PAID,,UNION STATION,PAID SIDE OF FAREGATE,38.89848203,-77.00713848,55,3,STN_B03,1
NODE_B03_NMZ_FG1_UNPAID,,UNION STATION,UNPAID SIDE OF FAREGATE,38.89849821,-77.00713268,55,3,STN_B03,1
NODE_B03_AMTRAK_ENT_ESC_BT,,UNION STATION,BOTTOM OF ESCALATOR BETWEEN INSIDE ENTRANCE AND NORTH MEZZANINE,38.89856742,-77.00711731,55,3,STN_B03,1
NODE_B03_NMZ_FG2_PAID,,UNION STATION,PAID SIDE OF FAREGATE,38.89841099,-77.00708864,55,3,STN_B03,1
NODE_B03_NMZ_FG2_UNPAID,,UNION STATION,UNPAID SIDE OF FAREGATE,38.89840641,-77.00706755,55,3,STN_B03,1
NODE_B03_AMTRAK_ENT_ELE_BT,,UNION STATION,BOTTOM OF ELEVATOR BETWEEN INSIDE ENTRANCE AND NORTH MEZZANINE,38.89844402,-77.00701053,55,3,STN_B03,1
NODE_B03_AMTRAK_ENT_ESC_TP,,UNION STATION,TOP OF ESCALATOR BETWEEN INSIDE ENTRANCE AND NORTH MEZZANINE,38.89853718,-77.00697969,55,3,STN_B03,1
NODE_B03_AMTRAK_ENT_ELE_TP,,UNION STATION,TOP OF ELEVATOR BETWEEN INSIDE ENTRANCE AND NORTH MEZZANINE,38.89845016,-77.00699497,55,3,STN_B03,1
NODE_B03_AMTRAK_ENT_PASSWAY,,UNION STATION,AMTRAK ENTRANCE AREA,38.898534,-77.006965,55,3,STN_B03,1
STN_G03,,ADDISON RD METRORAIL STATION,,38.88673121,-76.8941346,1,1,,1
ENT_G03_M,,ADDISON RD METRORAIL STATION - ADDISON RD. SOUTH OF CENTRAL AVE.,ADDISON ROAD METRORAIL STATION MAIN ENTRANCE - ADDISON RD. SOUTH OF CENTRAL AVE.,38.88671643,-76.89574901,1,2,STN_G03,1
STN_F06,,ANACOSTIA METRORAIL STATION,,38.86328678,-76.99555939,10,1,,1
ENT_F06_S1,,ANACOSTIA METRORAIL STATION - HOWARD RD. & FIRTH STERLING AVE.,ANACOSTIA METRORAIL STATION SOUTH ENTRANCE - HOWARD RD. & FIRTH STERLING AVE. (EAST),38.86215217,-76.99511206,10,2,STN_F06,1
ENT_F06_S2,,ANACOSTIA METRORAIL STATION - HOWARD RD. & FIRTH STERLING AVE. (BUSBAY),ANACOSTIA METRORAIL STATION SOUTH ENTRANCE FROM BUSBAY - HOWARD RD. & FIRTH STERLING AVE. (WEST),38.862115,-76.99531584,10,2,STN_F06,1
ENT_F06_N,,ANACOSTIA METRORAIL STATION - HOWARD RD. NORTH OF ANACOSTIA FREEWAY,ANACOSTIA METRORAIL STATION NORTH ENTRANCE - HOWARD RD. NORTH OF ANACOSTIA FREEWAY,38.86460288,-76.99595872,10,2,STN_F06,1
STN_F02,,ARCHIVES METRORAIL STATION,,38.89322449,-77.02190866,10,1,,1
ENT_F02_M,,ARCHIVES METRORAIL STATION - 7TH ST. NORTH OF PENNSYLVANIA AVE,ARCHIVES METRORAIL STATION MAIN ENTRANCE - 7TH ST. NORTH OF PENNSYLVANIA AVE,38.89393948,-77.0225475,10,2,STN_F02,2
ENT_F02_EL,,ARCHIVES METRORAIL STATION - 7TH ST. NORTH OF PENNSYLVANIA AVE (ELEVATOR),ARCHIVES METRORAIL STATION ELEVATOR ENTRANCE - 7TH ST. NORTH OF PENNSYLVANIA AVE,38.89389741,-77.02207672,10,2,STN_F02,1
STN_C06,,ARLINGTON CEMETERY  METRORAIL STATION,,38.88458844,-77.06309959,3,1,,1
ENT_C06_N,,ARLINGTON CEMETERY METRORAIL STATION - MEMORIAL DRIVE,ARLINGTON CEMETERY METRORAIL STATION NORTH ENTRANCE - MEMORIAL DRIVE,38.88454058,-77.063762,3,2,STN_C06,2
ENT_C06_S,,ARLINGTON CEMETERY METRORAIL STATION - MEMORIAL DRIVE,ARLINGTON CEMETERY METRORAIL STATION SOUTH ENTRANCE - MEMORIAL DRIVE,38.88420899,-77.06357254,3,2,STN_C06,2
ENT_C06_W_EL,,ARLINGTON CEMETERY METRORAIL STATION - MEMORIAL DRIVE FOR BLUE LINE TO FRANCONIA-SPRINGFIELD (ELEVATOR),ARLINGTON CEMETERY METRORAIL STATION WEST ELEVATOR ENTRANCE - MEMORIAL DRIVE,38.88472729,-77.06334063,3,2,STN_C06,1
ENT_C06_E_EL,,ARLINGTON CEMETERY METRORAIL STATION - MEMORIAL DRIVE FOR BLUE LINE TO LARGO TOWN CENTER (ELEVATOR),ARLINGTON CEMETERY METRORAIL STATION EAST ELEVATOR ENTRANCE - MEMORIAL DRIVE,38.8848184,-77.06309066,3,2,STN_C06,1
STN_K04,,BALLSTON-MU METRORAIL STATION,,38.8822602,-77.11322048,1,1,,1
ENT_K04_M,,BALLSTON-MU METRORAIL STATION - N FAIRFAX DR. & N STUARD ST.,BALLSTON-MU METRORAIL STATION MAIN ENTRANCE - N FAIRFAX DR. & N STUARD ST.,38.88185999,-77.11134626,1,2,STN_K04,2
ENT_K04_N_EL,,BALLSTON-MU METRORAIL STATION - N FAIRFAX DR. & N STUARD ST. (NORTH ELEVATOR),BALLSTON-MU METRORAIL STATION NORTH ELEVATOR ENTRANCE - N FAIRFAX DR. & N STUARD ST.,38.88235035,-77.11212586,1,2,STN_K04,1
ENT_K04_S_EL,,BALLSTON-MU METRORAIL STATION - N FAIRFAX DR. & N STUARD ST. (SOUTH ELEVATOR),BALLSTON-MU METRORAIL STATION SOUTH ELEVATOR ENTRANCE - N FAIRFAX DR. & N STUARD ST.,38.88204381,-77.11209669,1,2,STN_K04,1
STN_G01,,BENNING RD METRORAIL STATION,,38.89106901,-76.93861946,10,1,,1
ENT_G01_M,,BENNING RD METRORAIL STATION - BENNING RD. NORTH OF E. CAPITOL ST.,BENNING ROAD METRORAIL STATION MAIN ENTRANCE - BENNING RD. NORTH OF E. CAPITOL ST.,38.89033484,-76.93736204,10,2,STN_G01,1
STN_A09,,BETHESDA METRORAIL STATION,,38.98327505,-77.09365421,4,1,,1
ENT_A09_N,,BETHESDA METRORAIL STATION - WEST SIDE OF WISCONSIN AVE.  AT MONTGOMERY LANE,BETHESDA METRORAIL STATION NORTH ENTRANCE - WEST SIDE OF WISCONSIN AVE.  AT MONTGOMERY LANE,38.98441713,-77.09453409,4,2,STN_A09,2
ENT_A09_EL,,BETHESDA METRORAIL STATION - WEST SIDE OF WISCONSIN AVE.  AT MONTGOMERY LANE (ELEVATOR),BETHESDA METRORAIL STATION ELEVATOR ENTRANCE - WEST SIDE OF WISCONSIN AVE.  AT MONTGOMERY LANE,38.98360351,-77.09412527,4,2,STN_A09,1
STN_C12,,BRADDOCK RD METRORAIL STATION,,38.81408652,-77.05372176,7,1,,1
ENT_C12_M,,BRADDOCK RD METRORAIL STATION - NORTH SIDE BRADDOCK RD. AT WEST ST.,BRADDOCK ROAD METRORAIL STATION MAIN ENTRANCE - NORTH SIDE BRADDOCK RD. AT WEST ST.,38.81373548,-77.05387601,7,2,STN_C12,1
STN_F11,,BRANCH AVE METRORAIL STATION,,38.82671771,-76.9118167,83,1,,1
ENT_F11_M,,BRANCH AVE METRORAIL STATION - OLD SOPER RD. & AUTH RD.,BRANCH AVE METRORAIL STATION MAIN ENTRANCE - OLD SOPER RD. & AUTH RD.,38.82707893,-76.91255663,83,2,STN_F11,1
ENT_F11_N,,BRANCH AVE METRORAIL STATION - BRANCH AVE. & AUTH WAY.,BRANCH AVE METRORAIL STATION NORTH ENTRANCE - OLD SOPER RD. & AUTH RD.,38.82719548,-76.91244112,83,2,STN_F11,1
STN_B05,,BROOKLAND-CUA METRORAIL STATION,,38.93312552,-76.99454629,10,1,,1
ENT_B05_W,,BROOKLAND-CUA METRORAIL STATION - JOHN F MCCORMACK RD NE & MICHIGAN AVE NE,BROOKLAND-CUA METRORAIL STATION WEST ENTRANCE - JOHN F MCCORMACK RD NE & MICHIGAN AVE NE,38.93383815,-76.99503691,10,2,STN_B05,2
ENT_B05_E,,"BROOKLAND-CUA METRORAIL STATION - MICHIGAN AVE. & BUNKER HILL RD., NE","BROOKLAND-CUA METRORAIL STATION EAST ENTRANCE - MICHIGAN AVE. & BUNKER HILL RD., NE",38.93349985,-76.99434091,10,2,STN_B05,2
ENT_B05_EL,,"BROOKLAND-CUA METRORAIL STATION - MICHIGAN AVE. & BUNKER HILL RD., NE (ELEVATOR)","BROOKLAND-CUA METRORAIL STATION ELEVATOR ENTRANCE - MICHIGAN AVE. & BUNKER HILL RD., NE",38.93375118,-76.99440962,10,2,STN_B05,1
STN_G02,,CAPITOL HEIGHTS METRORAIL STATION,,38.88942916,-76.91183314,5,1,,1
ENT_G02_M,,CAPITOL HEIGHTS METRORAIL STATION - E. CAPITOL ST. & SOUTHERN AVE.,CAPITOL HEIGHTS METRORAIL STATION MAIN ENTRANCE - E. CAPITOL ST. & SOUTHERN AVE.,38.88921588,-76.91329868,5,2,STN_G02,1
STN_D05,,CAPITOL SOUTH METRORAIL STATION,,38.88507317,-77.00521546,10,1,,1
ENT_D05_M,,CAPITOL SOUTH METRORAIL STATION - FIRST & C STS. SE,CAPITOL SOUTH METRORAIL STATION MAIN ENTRANCE - FIRST & C STS. SE,38.88567761,-77.00606001,10,2,STN_D05,2
ENT_D05_EL,,CAPITOL SOUTH METRORAIL STATION - FIRST & D STS. SE (ELEVATOR),CAPITOL SOUTH METRORAIL STATION ELEVATOR ENTRANCE - FIRST & C STS. SE,38.8851697,-77.00615743,10,2,STN_D05,1
STN_D11,,CHEVERLY METRORAIL STATION,,38.91664068,-76.91666181,5,1,,1
ENT_D11_M,,"CHEVERLY METRORAIL STATION - COLUMBIA PARK RD., SOUTH OF RT. 50","CHEVERLY METRORAIL STATION MAIN ENTRANCE - COLUMBIA PARK RD., SOUTH OF RT. 50",38.91625967,-76.91650383,5,2,STN_D11,1
STN_K02,,CLARENDON METRORAIL STATION,,38.88673936,-77.09544242,1,1,,1
ENT_K02_M,,CLARENDON METRORAIL STATION - WILSON BLVD. & N. HIGHLAND ST.,CLARENDON METRORAIL STATION MAIN ENTRANCE - WILSON BLVD. & N. HIGHLAND ST.,38.88718687,-77.09509031,1,2,STN_K02,2
ENT_K02_EL,,CLARENDON METRORAIL STATION - WILSON BLVD. & N. HIGHLAND ST. (ELEVATOR),CLARENDON METRORAIL STATION ELEVATOR ENTRANCE - WILSON BLVD. & N. HIGHLAND ST.,38.88677052,-77.09566036,1,2,STN_K02,1
STN_A05,,CLEVELAND PARK METRORAIL STATION,,38.9349115,-77.0581274,10,1,,1
ENT_A05_E,,"CLEVELAND PARK METRORAIL STATION - EAST SIDE OF CONNECTICUT AVE., NORTH OF ORDWAY ST. NW","CLEVELAND PARK METRORAIL STATION EAST ENTRANCE - EAST SIDE OF CONNECTICUT AVE., NORTH OF ORDWAY ST. NW",38.93591011,-77.05850663,10,2,STN_A05,2
ENT_A05_EL,,"CLEVELAND PARK METRORAIL STATION - EAST SIDE OF CONNECTICUT AVE., NORTH OF ORDWAY ST. NW (ELEVATOR)","CLEVELAND PARK METRORAIL STATION ELEVATOR ENTRANCE - EAST SIDE OF CONNECTICUT AVE., NORTH OF ORDWAY ST. NW",38.93576053,-77.05845149,10,2,STN_A05,1
ENT_A05_W,,"CLEVELAND PARK METRORAIL STATION - WEST SIDE OF CONNECTICUT AVE., NORTH OF ORDWAY ST. NW","CLEVELAND PARK METRORAIL STATION WEST ENTRANCE - WEST SIDE OF CONNECTICUT AVE., NORTH OF ORDWAY ST. NW",38.93621109,-77.05904552,10,2,STN_A05,2
STN_E09,,COLLEGE PARK-U OF MD METRORAIL STATION,,38.97830324,-76.92834004,8,1,,1
ENT_E09_W,,COLLEGE PARK-U OF MD METRORAIL STATION - CALVERT RD,COLLEGE PARK-U OF MD METRORAIL STATION WEST ENTRANCE - CALVERT RD,38.97835285,-76.92894929,8,2,STN_E09,1
ENT_E09_E,,COLLEGE PARK-U OF MD METRORAIL STATION - RIVER RD & CAMPUS DR,COLLEGE PARK-U OF MD METRORAIL STATION EAST ENTRANCE - RIVER RD & PAINT BRANCH PARKWAY,38.97815156,-76.92789612,8,2,STN_E09,1
STN_E04,,COLUMBIA HEIGHTS METRORAIL STATION,,38.92750233,-77.03252102,77,1,,1
ENT_E04_W,,COLUMBIA HEIGHTS METRORAIL STATION - SE CORNER OF 14TH AND IRVING STS. NW,COLUMBIA HEIGHTS METRORAIL STATION WEST ENTRANCE - 14TH AND IRVING STS. NW,38.92859702,-77.03317018,77,2,STN_E04,2
ENT_E04_W_EL,,COLUMBIA HEIGHTS METRORAIL STATION - SE CORNER OF 14TH AND IRVING STS. NW (ELEVATOR),COLUMBIA HEIGHTS METRORAIL STATION WEST ELEVATOR ENTRANCE - 14TH AND IRVING STS. NW,38.92855633,-77.03277574,77,2,STN_E04,1
ENT_E04_E,,COLUMBIA HEIGHTS METRORAIL STATION - NE CORNER OF 14TH AND IRVING STS. NW,COLUMBIA HEIGHTS METRORAIL STATION EAST ENTRANCE - 14TH ST NW & IRVING ST NW EAST,38.92896692,-77.03244862,77,2,STN_E04,2
STN_F07,,CONGRESS HEIGHTS METRORAIL STATION,,38.84569521,-76.98843915,79,1,,1
ENT_F07_N,,CONGRESS HEIGHTS METRORAIL STATION - ALABAMA AVE & 13TH ST. SE,CONGRESS HEIGHTS METRORAIL STATION NORTH ENTRANCE - ALABAMA AVE & 13TH ST. SE,38.84546255,-76.98781235,79,2,STN_F07,1
ENT_F07_S,,CONGRESS HEIGHTS METRORAIL STATION - SOUTH OF ALABAMA AVE SE NEAR 13TH ST SE,CONGRESS HEIGHTS METRORAIL STATION SOUTH ENTRANCE - ALABAMA AVE SE & 13TH ST SE SOUTH,38.84459083,-76.98757877,79,2,STN_F07,2
STN_K01,,COURT HOUSE METRORAIL STATION,,38.89015263,-77.08714356,1,1,,1
ENT_K01_N,,COURT HOUSE METRORAIL STATION - CLARENDON BLVD. & N. COURTHOUSE RD.,COURT HOUSE METRORAIL STATION NORTH ENTRANCE - CLARENDON BLVD. & N. COURTHOUSE RD.,38.89119495,-77.08501284,1,2,STN_K01,2
ENT_K01_W_EL,,COURT HOUSE METRORAIL STATION - CLARENDON BLVD. & N. COURTHOUSE RD. (ELEVATOR),COURT HOUSE METRORAIL STATION WEST ELEVATOR ENTRANCE - CLARENDON BLVD. & N. COURTHOUSE RD.,38.89049218,-77.08608446,1,2,STN_K01,1
STN_C09,,CRYSTAL CITY METRORAIL STATION,,38.85784574,-77.05057183,11,1,,1
